
,,,,Measures,"Number of collisions","Number of vehicles","Number of injured","Number of fatalities"
"Month","Year","Day of Week","Collision Hour","Collision Sev",
"May","2011","Saturday","6:00 to 8:59","Fatal collisions",3,4,2,4
"May","2011","Saturday","6:00 to 8:59","Injury collisions",61,101,84,0
"May","2011","Saturday","9:00 to 11:59","Fatal collisions",4,5,7,5
"May","2011","Saturday","9:00 to 11:59","Injury collisions",192,352,254,0
"May","2011","Saturday","12:00 to 14:59","Fatal collisions",3,5,1,3
"May","2011","Saturday","12:00 to 14:59","Injury collisions",268,528,379,0
"May","2011","Saturday","15:00 to 17:59","Fatal collisions",7,12,10,8
"May","2011","Saturday","15:00 to 17:59","Injury collisions",276,530,405,0
"May","2011","Saturday","18:00 to 20:59","Fatal collisions",5,6,4,5
"May","2011","Saturday","18:00 to 20:59","Injury collisions",131,221,194,0
"May","2011","Saturday","21:00 to 23:59","Fatal collisions",2,2,2,2
"May","2011","Saturday","21:00 to 23:59","Injury collisions",135,222,197,0
"May","2011","Sunday","Midnight to 2:59","Fatal collisions",8,13,12,8
"May","2011","Sunday","Midnight to 2:59","Injury collisions",124,187,184,0
"May","2011","Sunday","3:00 to 5:59","Fatal collisions",3,3,2,5
"May","2011","Sunday","3:00 to 5:59","Injury collisions",93,121,123,0
"May","2011","Sunday","6:00 to 8:59","Fatal collisions",2,2,1,3
"May","2011","Sunday","6:00 to 8:59","Injury collisions",63,89,84,0
"May","2011","Sunday","9:00 to 11:59","Fatal collisions",1,1,1,1
"May","2011","Sunday","9:00 to 11:59","Injury collisions",158,280,222,0
"May","2011","Sunday","12:00 to 14:59","Fatal collisions",1,1,1,3
"May","2011","Sunday","12:00 to 14:59","Injury collisions",257,476,367,0
"May","2011","Sunday","15:00 to 17:59","Fatal collisions",5,10,9,6
"May","2011","Sunday","15:00 to 17:59","Injury collisions",274,502,416,0
"May","2011","Sunday","18:00 to 20:59","Fatal collisions",2,3,2,2
"May","2011","Sunday","18:00 to 20:59","Injury collisions",146,238,206,0
"May","2011","Sunday","21:00 to 23:59","Fatal collisions",2,2,1,2
"May","2011","Sunday","21:00 to 23:59","Injury collisions",104,159,145,0
"May","2011","Unknown","Midnight to 2:59","Fatal collisions",0,0,0,0
"May","2011","Unknown","Midnight to 2:59","Injury collisions",0,0,0,0
"May","2011","Unknown","3:00 to 5:59","Fatal collisions",0,0,0,0
"May","2011","Unknown","3:00 to 5:59","Injury collisions",0,0,0,0
"May","2011","Unknown","6:00 to 8:59","Fatal collisions",0,0,0,0
"May","2011","Unknown","6:00 to 8:59","Injury collisions",0,0,0,0
"May","2011","Unknown","9:00 to 11:59","Fatal collisions",0,0,0,0
"May","2011","Unknown","9:00 to 11:59","Injury collisions",0,0,0,0
"May","2011","Unknown","12:00 to 14:59","Fatal collisions",0,0,0,0
"May","2011","Unknown","12:00 to 14:59","Injury collisions",1,1,1,0
"May","2011","Unknown","15:00 to 17:59","Fatal collisions",0,0,0,0
"May","2011","Unknown","15:00 to 17:59","Injury collisions",1,1,1,0
"May","2011","Unknown","18:00 to 20:59","Fatal collisions",0,0,0,0
"May","2011","Unknown","18:00 to 20:59","Injury collisions",0,0,0,0
"May","2011","Unknown","21:00 to 23:59","Fatal collisions",0,0,0,0
"May","2011","Unknown","21:00 to 23:59","Injury collisions",0,0,0,0
"May","2012","Total","Midnight to 2:59","Fatal collisions",15,18,6,17
"May","2012","Total","Midnight to 2:59","Injury collisions",395,553,546,0
"May","2012","Total","3:00 to 5:59","Fatal collisions",13,17,9,15
"May","2012","Total","3:00 to 5:59","Injury collisions",266,373,344,0
"May","2012","Total","6:00 to 8:59","Fatal collisions",10,19,9,10
"May","2012","Total","6:00 to 8:59","Injury collisions",1119,2076,1455,0
"May","2012","Total","9:00 to 11:59","Fatal collisions",14,23,11,18
"May","2012","Total","9:00 to 11:59","Injury collisions",1401,2557,1830,0
"May","2012","Total","12:00 to 14:59","Fatal collisions",32,49,20,33
"May","2012","Total","12:00 to 14:59","Injury collisions",1882,3541,2589,0
"May","2012","Total","15:00 to 17:59","Fatal collisions",32,55,29,40
"May","2012","Total","15:00 to 17:59","Injury collisions",2755,5379,3744,0
"May","2012","Total","18:00 to 20:59","Fatal collisions",23,32,17,25
"May","2012","Total","18:00 to 20:59","Injury collisions",1343,2436,1841,0
"May","2012","Total","21:00 to 23:59","Fatal collisions",15,21,10,16
"May","2012","Total","21:00 to 23:59","Injury collisions",854,1355,1172,0
"May","2012","Monday","Midnight to 2:59","Fatal collisions",2,2,1,2
"May","2012","Monday","Midnight to 2:59","Injury collisions",47,67,66,0
"May","2012","Monday","3:00 to 5:59","Fatal collisions",2,2,1,2
"May","2012","Monday","3:00 to 5:59","Injury collisions",32,37,38,0
"May","2012","Monday","6:00 to 8:59","Fatal collisions",2,4,0,2
"May","2012","Monday","6:00 to 8:59","Injury collisions",138,247,178,0
"May","2012","Monday","9:00 to 11:59","Fatal collisions",4,9,8,8
"May","2012","Monday","9:00 to 11:59","Injury collisions",167,300,209,0
"May","2012","Monday","12:00 to 14:59","Fatal collisions",6,7,4,7
"May","2012","Monday","12:00 to 14:59","Injury collisions",241,450,349,0
"May","2012","Monday","15:00 to 17:59","Fatal collisions",3,4,6,4
"May","2012","Monday","15:00 to 17:59","Injury collisions",349,672,455,0
"May","2012","Monday","18:00 to 20:59","Fatal collisions",3,5,1,3
"May","2012","Monday","18:00 to 20:59","Injury collisions",173,315,230,0
"May","2012","Monday","21:00 to 23:59","Fatal collisions",1,2,1,1
"May","2012","Monday","21:00 to 23:59","Injury collisions",81,134,117,0
"May","2012","Tuesday","Midnight to 2:59","Fatal collisions",2,2,0,2
"May","2012","Tuesday","Midnight to 2:59","Injury collisions",55,72,69,0
"May","2012","Tuesday","3:00 to 5:59","Fatal collisions",0,0,0,0
"May","2012","Tuesday","3:00 to 5:59","Injury collisions",32,46,41,0
"May","2012","Tuesday","6:00 to 8:59","Fatal collisions",1,2,1,1
"May","2012","Tuesday","6:00 to 8:59","Injury collisions",240,452,296,0
"May","2012","Tuesday","9:00 to 11:59","Fatal collisions",3,4,1,3
"May","2012","Tuesday","9:00 to 11:59","Injury collisions",249,464,323,0
"May","2012","Tuesday","12:00 to 14:59","Fatal collisions",8,13,8,8
"May","2012","Tuesday","12:00 to 14:59","Injury collisions",278,531,368,0
"May","2012","Tuesday","15:00 to 17:59","Fatal collisions",10,16,8,13
"May","2012","Tuesday","15:00 to 17:59","Injury collisions",449,901,606,0
"May","2012","Tuesday","18:00 to 20:59","Fatal collisions",5,6,5,5
"May","2012","Tuesday","18:00 to 20:59","Injury collisions",198,356,269,0
"May","2012","Tuesday","21:00 to 23:59","Fatal collisions",2,1,0,2
"May","2012","Tuesday","21:00 to 23:59","Injury collisions",124,203,175,0
"May","2012","Wednesday","Midnight to 2:59","Fatal collisions",0,0,0,0
"May","2012","Wednesday","Midnight to 2:59","Injury collisions",27,36,32,0
"May","2012","Wednesday","3:00 to 5:59","Fatal collisions",1,4,1,1
"May","2012","Wednesday","3:00 to 5:59","Injury collisions",37,53,43,0
"May","2012","Wednesday","6:00 to 8:59","Fatal collisions",3,8,2,3
"May","2012","Wednesday","6:00 to 8:59","Injury collisions",222,423,296,0
"May","2012","Wednesday","9:00 to 11:59","Fatal collisions",3,5,1,3
"May","2012","Wednesday","9:00 to 11:59","Injury collisions",230,425,288,0
"May","2012","Wednesday","12:00 to 14:59","Fatal collisions",3,6,1,3
"May","2012","Wednesday","12:00 to 14:59","Injury collisions",276,519,366,0
"May","2012","Wednesday","15:00 to 17:59","Fatal collisions",3,3,0,4
"May","2012","Wednesday","15:00 to 17:59","Injury collisions",470,944,604,0
"May","2012","Wednesday","18:00 to 20:59","Fatal collisions",6,10,4,7
"May","2012","Wednesday","18:00 to 20:59","Injury collisions",229,433,330,0
"May","2012","Wednesday","21:00 to 23:59","Fatal collisions",0,0,0,0
"May","2012","Wednesday","21:00 to 23:59","Injury collisions",126,200,164,0
"May","2012","Thursday","Midnight to 2:59","Fatal collisions",3,4,2,3
"May","2012","Thursday","Midnight to 2:59","Injury collisions",41,58,59,0
"May","2012","Thursday","3:00 to 5:59","Fatal collisions",0,0,0,0
"May","2012","Thursday","3:00 to 5:59","Injury collisions",32,48,41,0
"May","2012","Thursday","6:00 to 8:59","Fatal collisions",1,1,0,1
"May","2012","Thursday","6:00 to 8:59","Injury collisions",224,443,285,0
"May","2012","Thursday","9:00 to 11:59","Fatal collisions",1,1,0,1
"May","2012","Thursday","9:00 to 11:59","Injury collisions",212,399,287,0
"May","2012","Thursday","12:00 to 14:59","Fatal collisions",4,7,3,4
"May","2012","Thursday","12:00 to 14:59","Injury collisions",272,518,372,0
"May","2012","Thursday","15:00 to 17:59","Fatal collisions",4,7,0,7
"May","2012","Thursday","15:00 to 17:59","Injury collisions",494,994,671,0
"May","2012","Thursday","18:00 to 20:59","Fatal collisions",3,4,1,3
"May","2012","Thursday","18:00 to 20:59","Injury collisions",255,481,335,0
"May","2012","Thursday","21:00 to 23:59","Fatal collisions",3,5,0,3
"May","2012","Thursday","21:00 to 23:59","Injury collisions",158,259,205,0
"May","2012","Friday","Midnight to 2:59","Fatal collisions",1,2,0,1
"May","2012","Friday","Midnight to 2:59","Injury collisions",35,46,43,0
"May","2012","Friday","3:00 to 5:59","Fatal collisions",2,2,3,2
"May","2012","Friday","3:00 to 5:59","Injury collisions",28,40,40,0
"May","2012","Friday","6:00 to 8:59","Fatal collisions",0,0,0,0
"May","2012","Friday","6:00 to 8:59","Injury collisions",147,291,205,0
"May","2012","Friday","9:00 to 11:59","Fatal collisions",1,1,1,1
"May","2012","Friday","9:00 to 11:59","Injury collisions",207,380,272,0
"May","2012","Friday","12:00 to 14:59","Fatal collisions",4,8,2,4
"May","2012","Friday","12:00 to 14:59","Injury collisions",270,511,349,0
"May","2012","Friday","15:00 to 17:59","Fatal collisions",0,0,0,0
"May","2012","Friday","15:00 to 17:59","Injury collisions",463,901,613,0
"May","2012","Friday","18:00 to 20:59","Fatal collisions",1,1,0,1
"May","2012","Friday","18:00 to 20:59","Injury collisions",194,343,253,0
"May","2012","Friday","21:00 to 23:59","Fatal collisions",4,7,6,5
"May","2012","Friday","21:00 to 23:59","Injury collisions",134,201,177,0
"May","2012","Saturday","Midnight to 2:59","Fatal collisions",4,4,0,5
"May","2012","Saturday","Midnight to 2:59","Injury collisions",97,135,136,0
"May","2012","Saturday","3:00 to 5:59","Fatal collisions",4,4,1,5
"May","2012","Saturday","3:00 to 5:59","Injury collisions",59,91,84,0
"May","2012","Saturday","6:00 to 8:59","Fatal collisions",2,2,4,2
"May","2012","Saturday","6:00 to 8:59","Injury collisions",82,124,103,0
"May","2012","Saturday","9:00 to 11:59","Fatal collisions",1,1,0,1
"May","2012","Saturday","9:00 to 11:59","Injury collisions",220,395,283,0
"May","2012","Saturday","12:00 to 14:59","Fatal collisions",4,4,0,4
"May","2012","Saturday","12:00 to 14:59","Injury collisions",287,531,403,0
"May","2012","Saturday","15:00 to 17:59","Fatal collisions",6,16,12,6
"May","2012","Saturday","15:00 to 17:59","Injury collisions",287,527,427,0
"May","2012","Saturday","18:00 to 20:59","Fatal collisions",1,1,1,1
"May","2012","Saturday","18:00 to 20:59","Injury collisions",160,271,226,0
"May","2012","Saturday","21:00 to 23:59","Fatal collisions",3,3,3,3
"May","2012","Saturday","21:00 to 23:59","Injury collisions",126,204,181,0
"May","2012","Sunday","Midnight to 2:59","Fatal collisions",3,4,3,4
"May","2012","Sunday","Midnight to 2:59","Injury collisions",93,139,141,0
"May","2012","Sunday","3:00 to 5:59","Fatal collisions",4,5,3,5
"May","2012","Sunday","3:00 to 5:59","Injury collisions",46,58,57,0
"May","2012","Sunday","6:00 to 8:59","Fatal collisions",1,2,2,1
"May","2012","Sunday","6:00 to 8:59","Injury collisions",66,96,92,0
"May","2012","Sunday","9:00 to 11:59","Fatal collisions",1,2,0,1
"May","2012","Sunday","9:00 to 11:59","Injury collisions",116,194,168,0
"May","2012","Sunday","12:00 to 14:59","Fatal collisions",3,4,2,3
"May","2012","Sunday","12:00 to 14:59","Injury collisions",258,481,382,0
"May","2012","Sunday","15:00 to 17:59","Fatal collisions",6,9,3,6
"May","2012","Sunday","15:00 to 17:59","Injury collisions",243,440,368,0
"May","2012","Sunday","18:00 to 20:59","Fatal collisions",4,5,5,5
"May","2012","Sunday","18:00 to 20:59","Injury collisions",134,237,198,0
"May","2012","Sunday","21:00 to 23:59","Fatal collisions",2,3,0,2
"May","2012","Sunday","21:00 to 23:59","Injury collisions",105,154,153,0
"May","2012","Unknown","Midnight to 2:59","Fatal collisions",0,0,0,0
"May","2012","Unknown","Midnight to 2:59","Injury collisions",0,0,0,0
"May","2012","Unknown","3:00 to 5:59","Fatal collisions",0,0,0,0
"May","2012","Unknown","3:00 to 5:59","Injury collisions",0,0,0,0
"May","2012","Unknown","6:00 to 8:59","Fatal collisions",0,0,0,0
"May","2012","Unknown","6:00 to 8:59","Injury collisions",0,0,0,0
"May","2012","Unknown","9:00 to 11:59","Fatal collisions",0,0,0,0
"May","2012","Unknown","9:00 to 11:59","Injury collisions",0,0,0,0
"May","2012","Unknown","12:00 to 14:59","Fatal collisions",0,0,0,0
"May","2012","Unknown","12:00 to 14:59","Injury collisions",0,0,0,0
"May","2012","Unknown","15:00 to 17:59","Fatal collisions",0,0,0,0
"May","2012","Unknown","15:00 to 17:59","Injury collisions",0,0,0,0
"May","2012","Unknown","18:00 to 20:59","Fatal collisions",0,0,0,0
"May","2012","Unknown","18:00 to 20:59","Injury collisions",0,0,0,0
"May","2012","Unknown","21:00 to 23:59","Fatal collisions",0,0,0,0
"May","2012","Unknown","21:00 to 23:59","Injury collisions",0,0,0,0
"May","2013","Total","Midnight to 2:59","Fatal collisions",17,20,11,17
"May","2013","Total","Midnight to 2:59","Injury collisions",334,472,431,0
"May","2013","Total","3:00 to 5:59","Fatal collisions",10,15,5,12
"May","2013","Total","3:00 to 5:59","Injury collisions",268,380,347,0
"May","2013","Total","6:00 to 8:59","Fatal collisions",14,27,10,16
"May","2013","Total","6:00 to 8:59","Injury collisions",1119,2097,1451,0
"May","2013","Total","9:00 to 11:59","Fatal collisions",19,27,7,20
"May","2013","Total","9:00 to 11:59","Injury collisions",1318,2486,1739,0
"May","2013","Total","12:00 to 14:59","Fatal collisions",24,41,20,27
"May","2013","Total","12:00 to 14:59","Injury collisions",1803,3382,2507,0
"May","2013","Total","15:00 to 17:59","Fatal collisions",32,56,16,36
"May","2013","Total","15:00 to 17:59","Injury collisions",2659,5195,3657,0
"May","2013","Total","18:00 to 20:59","Fatal collisions",20,28,15,21
"May","2013","Total","18:00 to 20:59","Injury collisions",1328,2342,1803,0
"May","2013","Total","21:00 to 23:59","Fatal collisions",18,26,12,20
"May","2013","Total","21:00 to 23:59","Injury collisions",832,1332,1128,0
"May","2013","Monday","Midnight to 2:59","Fatal collisions",3,3,1,3
"May","2013","Monday","Midnight to 2:59","Injury collisions",29,42,35,0
"May","2013","Monday","3:00 to 5:59","Fatal collisions",0,0,0,0
"May","2013","Monday","3:00 to 5:59","Injury collisions",37,52,46,0
"May","2013","Monday","6:00 to 8:59","Fatal collisions",1,2,0,1
"May","2013","Monday","6:00 to 8:59","Injury collisions",168,312,220,0
"May","2013","Monday","9:00 to 11:59","Fatal collisions",3,6,1,4
"May","2013","Monday","9:00 to 11:59","Injury collisions",144,255,195,0
"May","2013","Monday","12:00 to 14:59","Fatal collisions",2,3,1,2
"May","2013","Monday","12:00 to 14:59","Injury collisions",199,371,283,0
"May","2013","Monday","15:00 to 17:59","Fatal collisions",3,5,1,3
"May","2013","Monday","15:00 to 17:59","Injury collisions",365,718,500,0
"May","2013","Monday","18:00 to 20:59","Fatal collisions",1,1,0,1
"May","2013","Monday","18:00 to 20:59","Injury collisions",150,257,194,0
"May","2013","Monday","21:00 to 23:59","Fatal collisions",3,5,3,4
"May","2013","Monday","21:00 to 23:59","Injury collisions",100,152,133,0
"May","2013","Tuesday","Midnight to 2:59","Fatal collisions",1,1,0,1
"May","2013","Tuesday","Midnight to 2:59","Injury collisions",35,46,42,0
"May","2013","Tuesday","3:00 to 5:59","Fatal collisions",1,1,0,1
"May","2013","Tuesday","3:00 to 5:59","Injury collisions",27,40,31,0
"May","2013","Tuesday","6:00 to 8:59","Fatal collisions",1,1,0,1
"May","2013","Tuesday","6:00 to 8:59","Injury collisions",174,330,227,0
"May","2013","Tuesday","9:00 to 11:59","Fatal collisions",3,3,0,3
"May","2013","Tuesday","9:00 to 11:59","Injury collisions",183,354,239,0
"May","2013","Tuesday","12:00 to 14:59","Fatal collisions",3,6,6,3
"May","2013","Tuesday","12:00 to 14:59","Injury collisions",222,423,305,0
"May","2013","Tuesday","15:00 to 17:59","Fatal collisions",5,7,3,5
"May","2013","Tuesday","15:00 to 17:59","Injury collisions",394,769,532,0
"May","2013","Tuesday","18:00 to 20:59","Fatal collisions",1,1,0,1
"May","2013","Tuesday","18:00 to 20:59","Injury collisions",172,323,235,0
"May","2013","Tuesday","21:00 to 23:59","Fatal collisions",1,2,0,1
"May","2013","Tuesday","21:00 to 23:59","Injury collisions",82,128,108,0
"May","2013","Wednesday","Midnight to 2:59","Fatal collisions",2,2,2,2
"May","2013","Wednesday","Midnight to 2:59","Injury collisions",34,48,44,0
"May","2013","Wednesday","3:00 to 5:59","Fatal collisions",2,3,0,2
"May","2013","Wednesday","3:00 to 5:59","Injury collisions",29,37,33,0
"May","2013","Wednesday","6:00 to 8:59","Fatal collisions",3,5,1,3
"May","2013","Wednesday","6:00 to 8:59","Injury collisions",242,453,309,0
"May","2013","Wednesday","9:00 to 11:59","Fatal collisions",3,4,1,3
"May","2013","Wednesday","9:00 to 11:59","Injury collisions",248,460,311,0
"May","2013","Wednesday","12:00 to 14:59","Fatal collisions",2,4,1,4
"May","2013","Wednesday","12:00 to 14:59","Injury collisions",303,568,398,0
"May","2013","Wednesday","15:00 to 17:59","Fatal collisions",8,20,8,8
"May","2013","Wednesday","15:00 to 17:59","Injury collisions",468,939,626,0
"May","2013","Wednesday","18:00 to 20:59","Fatal collisions",2,3,0,2
"May","2013","Wednesday","18:00 to 20:59","Injury collisions",234,424,319,0
"May","2013","Wednesday","21:00 to 23:59","Fatal collisions",1,1,0,2
